{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 }
{
	({ 3 5 12 14 19 29 42 45 47 49 50 },4)
	({ 1 19 27 28 36 50 },1)
	({ 21 32 33 39 41 },2)
	({ 4 6 7 9 17 23 24 27 30 33 43 45 },4)
	({ 1 6 15 16 21 23 },5)
	({ 3 10 11 12 18 22 27 31 36 37 40 47 50 },4)
	({ 5 6 19 24 36 39 44 50 },4)
	({ 2 3 8 13 18 25 26 29 33 40 48 49 },5)
	({ 4 11 12 19 29 33 38 40 41 44 },5)
	({ 2 3 18 23 25 29 34 41 42 44 45 },5)
	({ 4 7 10 16 20 21 25 30 36 40 45 },3)
	({ 3 12 18 19 21 23 26 44 46 },5)
	({ 5 13 23 32 33 35 39 40 49 },5)
	({ 1 9 10 11 17 19 20 33 34 38 48 },5)
	({ 3 21 28 30 32 40 44 48 49 },3)
	({ 1 6 8 10 29 36 37 44 48 },5)
	({ 3 5 16 18 22 26 30 31 43 47 49 },3)
}
