{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 }
{
	({ 1 5 10 11 12 13 20 25 26 28 30 31 32 34 37 39 40 41 },5)
	({ 1 6 7 17 20 22 23 26 27 32 33 36 40 41 47 48 },1)
	({ 3 10 13 28 29 32 36 38 41 42 },5)
	({ 3 7 8 9 14 19 21 28 29 31 32 33 35 40 41 43 48 },1)
	({ 1 3 4 7 11 12 18 19 23 24 26 31 34 36 37 38 40 46 48 },4)
	({ 2 5 9 10 21 22 23 26 31 33 38 39 48 49 },4)
	({ 1 3 10 12 15 16 17 18 20 25 27 29 32 33 43 50 },4)
	({ 8 9 13 15 18 20 28 33 38 39 40 45 48 },2)
	({ 1 5 8 17 20 32 35 37 38 40 42 43 47 48 49 },4)
	({ 1 7 9 10 17 22 25 27 32 33 34 44 46 50 },1)
	({ 1 2 8 14 16 18 26 35 37 41 43 },5)
	({ 4 6 15 16 21 25 26 30 31 32 35 39 43 },1)
	({ 1 2 4 11 13 16 26 29 31 33 36 38 40 44 45 48 },3)
	({ 1 3 11 13 14 15 19 21 26 29 31 32 38 40 48 49 },2)
	({ 6 13 20 21 23 24 27 28 40 50 },2)
	({ 7 8 10 13 16 18 20 22 23 24 25 31 39 45 46 49 },4)
	({ 2 5 7 8 12 13 14 27 35 36 37 42 44 45 47 48 49 },2)
	({ 2 4 7 9 10 12 13 16 19 20 23 25 29 30 35 38 40 42 43 44 47 48 50 },2)
	({ 2 9 10 15 20 24 26 29 30 31 36 40 42 48 49 },1)
	({ 4 8 12 14 16 19 28 31 33 35 37 38 45 48 },1)
	({ 8 11 22 23 27 36 37 39 40 43 44 48 },2)
	({ 1 2 10 11 13 15 17 26 27 31 32 33 36 42 },2)
	({ 1 2 4 6 12 17 18 19 20 27 37 45 },4)
	({ 3 4 6 9 11 12 18 19 24 25 31 32 35 36 38 40 41 46 47 },1)
	({ 2 8 10 12 15 21 23 25 27 31 32 33 37 39 50 },1)
	({ 1 2 5 6 9 10 15 17 18 22 24 25 26 27 31 32 33 36 38 44 45 47 },4)
	({ 4 9 11 12 13 15 17 19 20 21 22 23 27 31 33 45 47 48 50 },4)
	({ 5 12 13 15 17 20 22 23 35 36 38 40 41 48 49 50 },2)
	({ 1 2 5 8 10 11 13 16 17 18 25 26 27 28 29 30 39 41 44 46 47 },2)
	({ 2 3 4 5 6 9 13 14 15 20 23 27 28 29 30 37 40 },5)
	({ 1 2 3 5 8 10 11 16 17 22 29 32 38 39 43 46 },1)
	({ 2 10 14 15 20 21 23 26 29 31 33 35 41 47 },4)
	({ 6 8 12 15 21 32 36 40 44 45 46 48 50 },3)
	({ 3 5 19 23 24 26 28 29 30 35 42 43 49 },4)
	({ 7 21 23 25 27 29 36 39 40 42 44 50 },4)
	({ 2 3 10 12 18 23 26 29 31 33 39 42 45 47 },1)
	({ 4 5 7 9 13 16 18 21 25 28 30 32 36 38 49 50 },3)
	({ 3 5 9 10 19 27 28 30 31 32 42 50 },1)
	({ 1 3 6 10 12 14 21 23 26 27 28 32 33 34 37 38 39 47 48 49 50 },4)
	({ 1 13 15 24 25 27 33 34 35 36 42 43 50 },2)
	({ 1 4 5 6 9 11 15 26 32 35 43 44 45 },1)
	({ 12 25 26 28 29 33 35 36 37 41 42 45 49 },5)
	({ 4 5 10 14 16 17 20 21 23 27 28 29 32 33 35 37 38 39 41 42 44 },3)
	({ 2 6 8 11 12 13 14 17 24 27 34 44 },1)
	({ 1 2 3 5 7 12 14 15 21 23 25 27 29 31 36 39 41 42 43 45 },5)
	({ 2 3 10 16 17 18 23 27 37 39 41 42 43 45 46 50 },5)
	({ 4 5 6 10 13 21 22 24 29 43 44 45 48 49 },3)
	({ 4 6 10 16 19 24 26 36 42 47 48 49 },2)
	({ 4 6 8 15 16 20 21 23 25 27 31 32 34 35 39 41 42 43 49 },3)
	({ 3 7 11 19 23 25 33 37 41 44 47 50 },1)
	({ 2 5 10 14 16 20 21 26 28 29 31 38 40 43 45 47 48 },2)
	({ 5 9 16 19 23 37 45 46 },5)
	({ 2 3 6 9 12 25 26 27 29 30 33 35 36 40 41 43 48 },5)
	({ 1 3 4 9 12 13 17 20 21 24 25 27 30 32 36 39 43 48 },1)
	({ 8 10 16 19 21 33 34 44 46 },1)
	({ 1 6 7 8 11 12 15 19 20 21 23 24 29 35 38 39 42 46 50 },3)
	({ 1 2 6 13 15 20 21 25 29 31 32 34 35 40 41 42 44 48 },4)
	({ 3 7 11 14 15 16 22 28 30 37 38 42 49 50 },5)
	({ 14 16 18 22 23 24 27 30 39 43 44 47 49 },4)
	({ 4 7 15 23 26 32 35 38 41 43 46 48 },5)
}
